title,siglum,century,provenance,srclink,cursus,num_century
H-Efkö MS I. 3. c – Antiphonale Strigoniense I,H-Efkö MS I. 3. c,15th century,Esztergom,https://hun-chant.eu/source/1321,,15
PL-STAb 2 Antiphonarium,PL-STAb ms. 2,16th century,Staniątki,https://cantusplanus.pl/source/21623,,16
"Solesmes, Abbaye de Saint-Pierre, 596 (The Wilton Processional)",F-SO 596,13th century (1275-1300),English,https://cantusdatabase.org/source/620437,Monastic,13
B-Br : Ms 10127-44,B-Br Ms 10127-44,9th century,Abbaye du Mont-Blandin (jusqu'en 1566),http://musmed.eu/source/9026,,9
E-PAMan (Pamplona) partitura n. 34 olim 3/2,E-PAMan partitura n. 34 olim 3/2,12th century,,https://musicahispanica.eu/source/95938,,12
"Budapest, Egyetemi Könyvtár (University Library), lat. 122",H-Bu lat. 122,14th century,Franciscan,https://cantusdatabase.org/source/123600,Secular,14
SK-Bra (Bratislava) EC Lad.2/42,SK-Bra ECLad.2/42,15th century,Slovakia,https://cantus.sk/source/10959,,15
"New York City (NY), Columbia University - Barnard College Library, MS 1",US-NYcubl MS 1,14th century,Italy,https://cantusdatabase.org/source/683940,Secular,14
"Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.1 (rkp. Perg. 12)",PL-Kkar Ms.1 (rkp. Perg. 12),,Kraków,https://cantusdatabase.org/source/123686,Secular,
"Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.3 (rkp. Perg. 15)",PL-Kkar Ms.3 (rkp. Perg. 15),,Kraków,https://cantusdatabase.org/source/123709,Secular,
E-Bbc (Barcelona) M 39,E-Bbc M 39,16th century,La Seu d'Urgell (Lleida) (?),https://musicahispanica.eu/source/20221,,16
E-Bbc (Barcelona) M 40,E-Bbc M 40,16th century,La Seu d'Urgell (Lleida) (?),https://musicahispanica.eu/source/20222,,16
SK-Bra (Bratislava) Antiphonary of Bratislava I EC Lad.3,SK-Bra BAI ECLad.3,15th century,Bratislava,https://cantus.sk/source/14828,,15
D-KA : Fragment Karlsruhe 1391,D-KA Fragment Karlsruhe 1391,13th century,Karlsruhe,http://musmed.eu/source/11247,Romanum,13
E-SUe (Seo de Urgel) Fragmento 182.8,E-SUe Fragmento 182.8,12th century,,https://musicahispanica.eu/source/111473,,12
"E-TZ, Archivo de Música de la Catedral de Tarazona, Ms. 18","E-TZ, Ms. 18",15th century,Tarazona,https://musicahispanica.eu/source/23205,,15
F-LA : Ms 263,F-LA Ms 263,12th century,A l’usage de la cathédrale Notre-Dame de Laon,http://musmed.eu/source/11602,,12
"London, British Library, printed book IB.6753 (Augsburg Antiphoner 1495, olim AA Impr. 1495)","GB-Lbl printed book IB.6753 (Augsburg Antiphoner 1495, olim AA Impr. 1495)",15th century (1475-1500),Augsburg,https://cantusdatabase.org/source/123668,Secular,15
PL-KAs 1 Cantatorium de Łask,PL-KAs ms. 1,16th century,Łask,https://cantusplanus.pl/source/14423,,16
SK-BRsa (Bratislava) Slovenský národný archív Antiphonary of Bratislava V,SK-BRsa SNA 17,15th century,Bohemia,https://cantus.sk/source/6775,,15
F-Pn : Lat. 1030,F-Pn Lat. 1030,13th century,à l’usage de la collégiale Saint-Michel de Beauvais,http://musmed.eu/source/13043,Romanum,13
V-CVbav : Reg.lat.0466,V-CVbav Reg.lat.0466,10th century,Saint-Thierry de Reims,http://musmed.eu/source/14884,Monastic,10
"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [15] XV",DK-Kk Gl. Kgl. S. 3449 8o [15] XV,16th century (1575-1600),Augsburg,https://cantusdatabase.org/source/123703,Secular,16
E-ZAahp Archivo Histórico Provincial de Zamora 196,E-ZAahp Perg. Mus. 196,12th century (2nd half),,https://pemdatabase.eu/source/95366,Secular,12
GB-Lbl : Egerton 857,GB-Lbl Egerton 857,11th century,"Nord de la France, Noyon",http://musmed.eu/source/29583,,11
"Aosta, Seminario Maggiore - Biblioteca, 6",I-AO 6,13th century,S. Orso,https://cantusdatabase.org/source/123666,Secular,13
P-G (Guimarães) Arquivo Municipal Alfredo Pimenta C 1152,P-G C 1152,13th century,,https://pemdatabase.eu/source/48554,Secular,13
P-Cug (Coimbra) Biblioteca Geral da Universidade MM 1063 (77),P-Cug MM 1063 (77),c. 1300?,,https://pemdatabase.eu/source/47275,Secular,14
"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [09] IX",DK-Kk Gl. Kgl. S. 3449 8o [09] IX,16th century (1575-1600),Augsburg,https://cantusdatabase.org/source/123697,Secular,16
A-KN CCl 0723 Antiphonarium (Fragm.),A-KN CCl 723,13th century,Austria,https://austriamanus.org/source/5077,,13
"Sankt-Gallen, Stiftsbibliothek, 391 (Hartker Antiphoner - Summer Volume)",CH-SGs 391,10th century,St. Gallen,https://cantusdatabase.org/source/123718,Monastic,10
"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [06] VI",DK-Kk Gl. Kgl. S. 3449 8o [06] VI,16th century (1575-1600),Augsburg,https://cantusdatabase.org/source/123694,Secular,16
E-H (Huesca) Ms. 8,E-H Ms. 8 (ant. 6),13th century,Huesca,https://musicahispanica.eu/source/20426,cathedral,13
"Budapest, Egyetemi Könyvtár (University Library), lat. 119",H-Bu lat. 119,14th century,Franciscan,https://cantusdatabase.org/source/123598,Secular,14
"Dubrovnik, Franjevački Samostan (Franciscan Monastery), Cod. F Nr. 6",HR-Hf Cod. F Nr. 6,15th century (2nd half),Venice,https://cantusdatabase.org/source/123722,Secular,15
"Wrocław, Zakład Narodowy im. Ossolińskich - Biblioteka, Rkp. 12025/IV",PL-WRzno Rkp. 12025/IV,,Kraków,https://cantusdatabase.org/source/123712,Secular,
"Chicago, Art Institute of Chicago - Mrs. William E. Kelley Collection, 1911.142b",US-Cai 1911.142b,13th century (1275-1300),Dominican,https://cantusdatabase.org/source/669030,Secular,13
V-CVbav : Vat. lat. 5319,V-CVbav Vat. lat. 5319,12th century,"Italie, Roma, Chapelle du Latran",http://musmed.eu/source/14915,,12
CZ-R (Rajhrad) R 17,CZ-R R 17,14th century,Rajhrad,https://cantusbohemiae.cz/source/2161,,14
E-LEc (Lérida) ms. 35 (olim ms. 18),E-LEc ms. 35 (olim ms. 18),12th century,Roda de Isábena,https://musicahispanica.eu/source/28695,,12
"Rouen, Bibliothèque municipale, 248 (olim  A. 339)",F-R 248 (olim  A. 339),13th century,Jumièges,https://cantusdatabase.org/source/123662,Monastic,13
E-PAMan (Pamplona) Partitura n. 108,E-PAMan Partitura n. 108,13th century,,https://musicahispanica.eu/source/126452,,13
GB-Lbl : Harley 1117,GB-Lbl Harley 1117,10th century,"Angleterre, Canterbury, Christ Church Cathedral ?",http://musmed.eu/source/11745,Monastic,10
I-Rn : Ms.Sess.96,I-Rn Ms.Sess.96,9th century,Nonantola,http://musmed.eu/source/17337,Monastic,9
"Mainz, Bischöfliches Dom- und Diözesanmuseum, D",D-MZb D,15th century (1425-1450),Mainz,https://cantusdatabase.org/source/123623,Secular,15
E-PAMan (Pamplona) partitura n. 07 olim 1/8,E-PAMan partitura n. 7 olim 1/8,13th century,,https://musicahispanica.eu/source/94751,,13
E-PAMan (Pamplona) partitura n. 73 olim 5/12,E-PAMan partitura n. 73 olim 5/12,13th century,,https://musicahispanica.eu/source/97309,,13
E-Tc (Toledo) Ms. 33.4,E-Tc Ms. 33.4,14th century,,https://musicahispanica.eu/source/20340,,14
"Paris, Bibliothèque nationale, Latin 12601",F-Pn Latin 12601,11th century (1075-1100),St. Taurin,https://cantusdatabase.org/source/123630,Monastic,11
P-AR (Arouca) Museu Regional de Arte Sacra do Mosteiro de Arouca Res. L 005,P-AR Res. L 005,1513,"Arouca, Mosteiro de Santa Maria",https://pemdatabase.eu/source/62421,,16
P-Cua (Coimbra) Arquivo Distrital e da Universidade Cofre 27,P-Cua Cofre 27,mid 14th century,Coimbra,https://pemdatabase.eu/source/46520,Secular,14
"P-LOam (Loulé) Arquivo Municipal de Loulé Atas de Vereação, liv. 086","P-LOam Atas de Vereação, liv. 086",16th century,,https://pemdatabase.eu/source/82751,,16
SK-KRE (Kremnica) Breviarium Orange file folder,SK-KRE Orange file folder,13th century,medieval Hungary,https://cantus.sk/source/32589,,13
E-Sco (Sevilla) Institución Colombina Libro 069,E-Sco Libro 069,15th century (second half),"Sevilla (E), Catedral",https://pemdatabase.eu/source/61848,Secular,15
P-VV (Vila Viçosa) Biblioteca do Palácio Real A.M. D-001,P-VV A.M. D-001,17th century,,https://pemdatabase.eu/source/82813,Secular,17
SK-BRnm (Bratislava) MUS XVIII 666,SK-BRnm MUS XVIII 666,14th century,Slovakia,https://cantus.sk/source/220,,14
US-NHub : Beinecke MS 712.77,US-NHub Beinecke MS 712.77,10th century,Allemagne,http://musmed.eu/source/12573,,10
"Klosterneuburg, Augustiner-Chorherrenstift - Bibliothek, CCl 1012",A-KN CCl 1012,12th century,Klosterneuburg,https://cantusdatabase.org/source/123613,Secular,12
CZ-Bu (Brno) R 387,CZ-Bu R 387,12th century,Rajhrad,https://cantusbohemiae.cz/source/2150,,12
CZ-Pu (Praha) XII C 3,CZ-Pu XII C 3,13th century,St George's Convent in Prague (?),https://cantusbohemiae.cz/source/9136,,13
CZ-Pu (Praha) XIII C 4,CZ-Pu XIII C 4,14th century,"Praha, klášter sv. Jiří",https://cantusbohemiae.cz/source/2156,,14
D-Mbs : Clm 02542,D-Mbs Clm 02542,12th century,Aldersbach,http://musmed.eu/source/12117,,12
"München, Bayerische Staatsbibliothek, Clm 4304",D-Mbs Clm 4304,16th century (1500-1525),Augsburg,https://cantusdatabase.org/source/123682,Monastic,16
"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [16] XVI",DK-Kk Gl. Kgl. S. 3449 8o [16] XVI,16th century (1575-1600),Augsburg,https://cantusdatabase.org/source/123704,Secular,16
"E-LEc (Lérida) ms. 36 (olim ms. 16, ms. 14)","E-LEc ms. 36 (olim ms. 16, ms. 14)",11th century,Roda de Isábena,https://musicahispanica.eu/source/28694,,11
E-PAMan (Pamplona) partitura n. 34 olim 3/3,E-PAMan partitura n. 34 olim 3/3,13th century,,https://musicahispanica.eu/source/96019,,13
E-PAMan (Pamplona) partitura n. 37 olim 3/6,E-PAMan partitura n. 37 olim 3/6,12th century,,https://musicahispanica.eu/source/96364,,12
E-Tc (Toledo) Ms. 39.12,E-Tc Ms. 39.12,13th century,Toledo,https://musicahispanica.eu/source/20364,,13
F-CH : Ms 0050,F-CH Ms 0050,13th century,Collection Standish,http://musmed.eu/source/23756,,13
F-SEm : Ms 009,F-SEm Ms 009,12th century,Sens,http://musmed.eu/source/20187,,12
"Budapest, Egyetemi Könyvtár (University Library), lat. 121",H-Bu lat. 121,14th century,Franciscan,https://cantusdatabase.org/source/123599,Secular,14
"Dubrovnik, Franjevački Samostan (Franciscan Monastery), Cod. E Nr. 3",HR-Hf Cod. E Nr. 3,15th century (2nd half),Venice,https://cantusdatabase.org/source/123721,Secular,15
"Wellington (New Zealand), The Alexander Turnbull Library - Rare Books, MSR-03",NZ-Wt MSR-03,15th century (2nd half),Amersfoort,https://cantusdatabase.org/source/599679,Secular,15
"Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.4 (rkp. Perg. 20)",PL-Kkar Ms.4 (rkp. Perg. 20),15th century,Kraków,https://cantusdatabase.org/source/123710,Secular,15
PL-WRu I F 413 Cistercian Gradual (Silesia),PL-WRu I F 413,14th century,"Cistercians, Lubiąż (Silesia) - Cistercians, Kamieniec Ząbkowicki (Silesia)",https://cantusplanus.pl/source/39360,,14
PL-WRu I F 414 Cistercian Gradual (Silesia),PL-WRu I F 414,13th century,"Cistercian, Lubiąż (Silesia)",https://cantusplanus.pl/source/36027,,13
PL-WRu I F 416 Cistercian Gradual (Silesia),PL-WRu I F 416,14th century,"Cistercians, Henryków (Silesia)",https://cantusplanus.pl/source/41816,,14
PL-Wn 12496 IV Graduale cisterciense,PL-Wn Rps 12496 IV,13th century,Silesia,https://cantusplanus.pl/source/33686,,13
"D-HEu : Cod. Sal. X,007","D-HEu Cod. Sal. X,007",13th century,"Allemagne, Salem",http://musmed.eu/source/17266,,13
D-Mbs : Clm 02541,D-Mbs Clm 02541,12th century,Aldersbach,http://musmed.eu/source/12116,,12
"Wiesbaden, Hochschul- und Landesbibliothek RheinMain, Hs. 2, detached lower pastedown (Riesencodex)","D-WIl Hs. 2, detached lower pastedown",12th century,Southern Germany / Austria,https://cantusdatabase.org/source/676971,Monastic,12
"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449 8o [05] V",DK-Kk Gl. Kgl. S. 3449 8o [05] V,16th century (1575-1600),Augsburg,https://cantusdatabase.org/source/123693,Secular,16
"Salamanca, Catedral - Archivo Musical, 5",E-SA 5,14th century,Salamanca,https://cantusdatabase.org/source/123636,Secular,14
F-LA : Ms 240,F-LA Ms 240,14th century,Vauclerc,http://musmed.eu/source/11600,,14
P-Cug (Coimbra) Biblioteca Geral da Universidade MM 1063 (39) + MM 1063 (40) + MM 1063 (44),P-Cug MM 1063 (39) + MM 1063 (40) + MM 1063 (44),13th century,,https://pemdatabase.eu/source/97184,Secular,13
"P-EVp (Évora) Biblioteca Pública Pasta 3, doc. 001","P-EVp Pasta 3, doc. 001",c. 1300,,https://pemdatabase.eu/source/98911,unknown,14
"Kansas City (MO), University of Missouri-Kansas City - LaBudde Special Collections - Miller Nichols Library, M2149.2 .V4 1629",US-KClbsc M2149.2 .V4 1629,17th century (1st half),Spain,https://cantusdatabase.org/source/710152,Secular,17
CZ-Pu (Praha) VII H 1,CZ-Pu VII H 1,14th century,St George's Convent in Prague,https://cantusbohemiae.cz/source/9186,,14
CZ-Pu (Praha) XII E 15c,CZ-Pu XII E 15c,14th century,St George's Convent in Prague,https://cantusbohemiae.cz/source/9190,,14
A-KN CCl 0350 Antiphonarium (Fragm.),A-KN CCl 350,12th century,Austria/Germany,https://austriamanus.org/source/4768,,12
"London (ON), University of Western Ontario - Archives and Research Collections Centre (ARCC), M2150 15-?",CDN-Lu M2150 15-?,16th century,"Spain, possibly Burgos (?)",https://cantusdatabase.org/source/123619,Secular,16
"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0025",CDN-Mrb MS Medieval 0025,15th century,Germany (south),https://cantusdatabase.org/source/693486,,15
CH-SGs : Cod 338,CH-SGs Cod 338,11th century,St Gallen,http://musmed.eu/source/14272,,11
CH-SGs : Cod 342,CH-SGs Cod 342,10th century,St Gallen,http://musmed.eu/source/14275,,10
CH-SGs : Cod 375,CH-SGs Cod 375,12th century,St Gallen,http://musmed.eu/source/14287,,12
CZ-Pn (Praha) XIV D 12,CZ-Pn XIV D 12,12th century,Bohemia (Prague?),https://cantusbohemiae.cz/source/4807,,12
D-Dl : Mscr.Dresd.A.0122,D-Dl Mscr.Dresd.A.0122,12th century,Allemagne,http://musmed.eu/source/97747,,12
D-KWsr : Drachenfels-Missale,D-KWsr Drachenfels-Missale,13th century,Heisterbach,http://musmed.eu/source/11578,,13
E-Mh (Madrid) Cód. 45,E-Mh Cód. 45,12th century,"Monasterio de San Millán de la Cogolla, La Rioja.",https://musicahispanica.eu/source/20168,,12
"E-SAu (Salamanca) Universidad, Archivo y Biblioteca Ms 2637",E-SAu Ms 2637,12th century (second half),Astorga?,https://pemdatabase.eu/source/48357,,12
E-ZAahp Archivo Histórico Provincial de Zamora 218,E-ZAahp Perg. Mus. 218,12th century (2nd half),,https://pemdatabase.eu/source/94561,Secular,12
F-AUT : Ms S 0012 (11),F-AUT Ms S 0012 (11),12th century,Nord-Est de l’Ile de France,http://musmed.eu/source/8575,,12
F-CA : Ms 0060 (61),F-CA Ms 0060 (61),11th century,Cambrai,http://musmed.eu/source/9070,,11
F-PR : Ms 0012,F-PR Ms 0012,13th century,Chartres,http://musmed.eu/source/14008,,13
F-Pa : Ms 0135,F-Pa Ms 0135,13th century,"Angleterre, Londres",http://musmed.eu/source/12848,,13
F-Pa : Ms 0197,F-Pa Ms 0197,13th century,"France, Paris, Abbaye Saint-Victor de Paris",http://musmed.eu/source/98760,,13
F-Pn : Lat. 17307,F-Pn Lat. 17307,12th century,"Ex-libris S. Cornelii Compend. Congr. S. Mauri, XVIIe s., f. 1 Compiègne",http://musmed.eu/source/13489,,12
F-Pn : Lat. 833,F-Pn Lat. 833,12th century,Adapté à l’ordinaire de Prémontré au XVe s,http://musmed.eu/source/13007,,12
F-Pn : Lat. 904,F-Pn Lat. 904,13th century,Cathédrale de Rouen,http://musmed.eu/source/13023,,13
F-Pn : Lat. 909,F-Pn Lat. 909,11th century,St Martial de Limoges,http://musmed.eu/source/13026,,11
F-Pn : Lat. 9441,F-Pn Lat. 9441,13th century,Notre-Dame de Paris,http://musmed.eu/source/13295,,13
NL-Uu : Hs. 0062,NL-Uu Hs. 0062,13th century,Utrecht,http://musmed.eu/source/144306,,13
P-Ln (Lisboa) Biblioteca Nacional de Portugal Iluminado 084,P-Ln Iluminado 084,c. 1400 (after 1297),Sens (F),https://pemdatabase.eu/source/52642,,15
PL-STAb 4 Antiphonarium,PL-STAb ms. 4,16th century,Staniątki,https://cantusplanus.pl/source/22280,,16
SK-Lap (Levoča) Antiphonarium MMLE XXII/256,SK-Lap (Levoča) MMLE XXII/256,14th century,Hungary,https://cantus.sk/source/29838,,14
SK-Lap (Levoča) Antiphonarium MMLE XXII/308,SK-Lap (Levoča) MMLE XXII/308,16th century,Hungary,https://cantus.sk/source/29833,,16
TR-Itks 2429 – Graduale Strigoniense Francisci de Futhak,TR-Itks 2429,15th century,Buda,https://hun-chant.eu/source/1347,,15
V-CVbav : Ross.0076,V-CVbav Ross.0076,13th century,"Italie, Aquileia",http://musmed.eu/source/98746,,13
"Mainz, Bischöfliches Dom- und Diözesanmuseum, C",D-MZb C,15th century (1425-1450),Mainz,https://cantusdatabase.org/source/123622,Secular,15
"Mainz, Bischöfliches Dom- und Diözesanmuseum, E",D-MZb E,15th century (1425-1450),Mainz,https://cantusdatabase.org/source/123624,Secular,15
"München, Bayerische Staatsbibliothek, Clm 4305",D-Mbs Clm 4305,15th century (1450-1475),Augsburg,https://cantusdatabase.org/source/123683,Monastic,15
E-PAMan (Pamplona) partitura n. 88,E-PAMan partitura n. 88,13th century,,https://musicahispanica.eu/source/97649,,13
"Salamanca, Catedral - Archivo Musical, 8",E-SA 8,14th century,Salamanca,https://cantusdatabase.org/source/123652,Secular,14
A-KN K III 12 Antiphonarium (Fragm. 1),"A-KN StBKl, K III 12",14th century,Italy,https://austriamanus.org/source/4603,,14
E-ZAahp Archivo Histórico Provincial de Zamora 199,E-ZAahp Perg. Mus. 199,12th century (2nd half),,https://pemdatabase.eu/source/96334,Secular,12
F-Pn : NAL 1235,F-Pn NAL 1235,12th century,Nevers,http://musmed.eu/source/13534,,12
P-Pad (Porto) Arquivo Distrital NOT/CNPRT01/001/0081,P-Pad NOT/CNPRT01/001/0081,c. 1500,,https://pemdatabase.eu/source/72449,,16
SK-BRmm (Bratislava) Notated Breviary,SK-BRmm R-00011/1-2,14th century,,https://cantus.sk/source/31970,,14
SK-KO (Košice) Antiphonarium H III/2 mac 18,SK-KO (Košice) H III/2 mac 18,15th century,Slovakia (medieval Hungary) Premonstratensians,https://cantus.sk/source/30732,,15
SK-MO (Modra) Magistrát mesta Modry 5168 Register der Abgaben für das Winzerrecht 1648,SK-MO 5168,15th century,Slovakia,https://cantus.sk/source/183,,15
E-PAMan (Pamplona) Partitura n. 172,E-PAMan Partitura n. 172,14th century,,https://musicahispanica.eu/source/127197,,14
E-PAMan (Pamplona) Partitura n. 209,E-PAMan Partitura n. 209,14th century,,https://musicahispanica.eu/source/127521,,14
E-Bu (Barcelona) Ms. 17,E-Bu Ms. 17,12th century,,https://musicahispanica.eu/source/111665,,12
SK-BJ (Bardejov) Antiphonarium MMBJ 914,SK-BJ (Bardejov) MMBJ 914,14th century,Hungary,https://cantus.sk/source/29804,,14
D-LEu : Ms Thomas 391,D-LEu Ms Thomas 391,13th century,"Allemagne, Saint-Thomas de Leipzig",http://musmed.eu/source/138221,,13
GB-Dru : Cosin V.V.6,GB-Dru Cosin V.V.6,11th century,Abbaye Christ Church de Cantorbéry,http://musmed.eu/source/15574,,11
A-Gu : Ms 0807,A-Gu Ms 0807,12th century,"Autriche, Klosterneuburg",http://musmed.eu/source/10059,Monastic,12
A-KN : Cod 588,A-KN Cod 588,13th century,Klosterneuburg,http://musmed.eu/source/11390,Romanum,13
B-Br : Ms II 3823,B-Br Ms II 3823,12th century,"France, Auvergne, Prieuré de Sauxillanges",http://musmed.eu/source/29526,,12
"Einsiedeln, Stiftsbibliothek, Codex 121",CH-E Codex 121,10th century,Einsiedeln,https://cantusdatabase.org/source/666647,Monastic,10
CH-SGs : Cod 18,CH-SGs Cod 18,10th century,St Gallen,http://musmed.eu/source/14264,,10
